Product_norm,Product,Code,COG_category,COG_super_category
duf4132 domain-containing protein,DUF4132 domain-containing protein,FKV,C,Metabolism
duf4145 domain-containing protein,DUF4145 domain-containing protein,FLI,C,Metabolism
duf4147 domain-containing protein,DUF4147 domain-containing protein,FLJ,C,Metabolism
duf4241 domain-containing protein,DUF4241 domain-containing protein,FOL,C,Metabolism
duf4369 domain-containing protein,DUF4369 domain-containing protein,FTH,C,Metabolism
duf4399 domain-containing protein,DUF4399 domain-containing protein,FUM,C,Metabolism
duf4863 family protein,DUF4863 family protein,FZU,C,Metabolism
duf4921 family protein,DUF4921 family protein,GBP,C,Metabolism
duf4931 domain-containing protein,DUF4931 domain-containing protein,GBY,C,Metabolism
duf5059 domain-containing protein,DUF5059 domain-containing protein,GEB,C,Metabolism
duf5644 domain-containing protein,DUF5644 domain-containing protein,GLA,C,Metabolism
(2fe-2s) ferredoxin domain-containing protein,(2Fe-2S) ferredoxin domain-containing protein,H,C,Metabolism
2-hydroxy-3-oxopropionate reductase,2-hydroxy-3-oxopropionate reductase,HA,C,Metabolism
duf6359 domain-containing protein,DUF6359 domain-containing protein,HCN,C,Metabolism
2-hydroxyacid dehydrogenase,2-hydroxyacid dehydrogenase,HD,C,Metabolism
2-hydroxyacid dehydrogenase family protein,2-hydroxyacid dehydrogenase family protein,HE,C,Metabolism
duf6537 domain-containing protein,DUF6537 domain-containing protein,HHY,C,Metabolism
2-hydroxycarboxylate transporter family protein,2-hydroxycarboxylate transporter family protein,HI,C,Metabolism
duf6789 family protein,DUF6789 family protein,HNU,C,Metabolism
2-hydroxymuconic semialdehyde dehydrogenase,2-hydroxymuconic semialdehyde dehydrogenase,HQ,C,Metabolism
duf692 family multinuclear iron-containing protein,DUF692 family multinuclear iron-containing protein,HQR,C,Metabolism
2-iminoacetate synthase thih,2-iminoacetate synthase ThiH,HR,C,Metabolism
duf7130 family rubredoxin-like protein,DUF7130 family rubredoxin-like protein,HUW,C,Metabolism
duf7133 domain-containing protein,DUF7133 domain-containing protein,HUX,C,Metabolism
(2fe-2s)-binding protein,(2Fe-2S)-binding protein,I,C,Metabolism
duf7676 family protein,DUF7676 family protein,ICV,C,Metabolism
2-ketobutyrate formate-lyase/pyruvate formate-lyase,2-ketobutyrate formate-lyase/pyruvate formate-lyase,IF,C,Metabolism
duf885 domain-containing protein,DUF885 domain-containing protein,IFJ,C,Metabolism
duf885 family protein,DUF885 family protein,IFK,C,Metabolism
2-ketoisovalerate ferredoxin oxidoreductase,2-ketoisovalerate ferredoxin oxidoreductase,IH,C,Metabolism
dgsa anti-repressor mtfa,DgsA anti-repressor MtfA,IJI,C,Metabolism
dmsa/ynfe/ynff family dimethyl sulfoxide reductase,DmsA/YnfE/YnfF family dimethyl sulfoxide reductase,IJS,C,Metabolism
dmse family decaheme c-type cytochrome,DmsE family decaheme c-type cytochrome,IJU,C,Metabolism
2-methylcitrate synthase,2-methylcitrate synthase,IM,C,Metabolism
dsba family protein,DsbA family protein,IMP,C,Metabolism
dsbe family thiol:disulfide interchange protein,DsbE family thiol:disulfide interchange protein,IMR,C,Metabolism
dsre family protein,DsrE family protein,IMS,C,Metabolism
dyp-type peroxidase,Dyp-type peroxidase,INE,C,Metabolism
e3 binding domain-containing protein,E3 binding domain-containing protein,INN,C,Metabolism
ef-p beta-lysylation protein epmb,EF-P beta-lysylation protein EpmB,ION,C,Metabolism
efr1 family ferrodoxin,EFR1 family ferrodoxin,IOS,C,Metabolism
etc complex i subunit,ETC complex I subunit,IPM,C,Metabolism
"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase","2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",IQ,C,Metabolism
ecsc family protein,EcsC family protein,IQR,C,Metabolism
2-octaprenyl-6-methoxyphenyl hydroxylase,2-octaprenyl-6-methoxyphenyl hydroxylase,IR,C,Metabolism
enediyne biosynthesis protein unbu,Enediyne biosynthesis protein UnbU,IRG,C,Metabolism
2-oxo acid dehydrogenase subunit e2,2-oxo acid dehydrogenase subunit E2,IS,C,Metabolism
eutn/ccml family microcompartment protein,EutN/CcmL family microcompartment protein,ITX,C,Metabolism
f-type conjugal transfer protein trbb,F-type conjugal transfer protein TrbB,IUN,C,Metabolism
f0f1 atp synthase subunit a,F0F1 ATP synthase subunit A,IUQ,C,Metabolism
f0f1 atp synthase subunit b,F0F1 ATP synthase subunit B,IUR,C,Metabolism
f0f1 atp synthase subunit b',F0F1 ATP synthase subunit B',IUS,C,Metabolism
f0f1 atp synthase subunit b/delta,F0F1 ATP synthase subunit B/delta,IUT,C,Metabolism
f0f1 atp synthase subunit c,F0F1 ATP synthase subunit C,IUU,C,Metabolism
f0f1 atp synthase subunit i,F0F1 ATP synthase subunit I,IUV,C,Metabolism
f0f1 atp synthase subunit alpha,F0F1 ATP synthase subunit alpha,IUW,C,Metabolism
f0f1 atp synthase subunit beta,F0F1 ATP synthase subunit beta,IUX,C,Metabolism
f0f1 atp synthase subunit delta,F0F1 ATP synthase subunit delta,IUY,C,Metabolism
f0f1 atp synthase subunit epsilon,F0F1 ATP synthase subunit epsilon,IUZ,C,Metabolism
f0f1 atp synthase subunit gamma,F0F1 ATP synthase subunit gamma,IVA,C,Metabolism
f510_1955 family glycosylhydrolase,F510_1955 family glycosylhydrolase,IWM,C,Metabolism
fad binding domain-containing protein,FAD binding domain-containing protein,IWQ,C,Metabolism
fad dependent oxidoreductase,FAD dependent oxidoreductase,IWR,C,Metabolism
fad-binding and (fe-s)-binding domain-containing protein,FAD-binding and (Fe-S)-binding domain-containing protein,IWX,C,Metabolism
fad-binding domain,FAD-binding domain,IWZ,C,Metabolism
fad-binding monooxygenase,FAD-binding monooxygenase,IXB,C,Metabolism
fad-binding oxidoreductase,FAD-binding oxidoreductase,IXC,C,Metabolism
fad-binding protein,FAD-binding protein,IXD,C,Metabolism
fad-containing oxidoreductase,FAD-containing oxidoreductase,IXE,C,Metabolism
fad-dependent 2-octaprenylphenol hydroxylase,FAD-dependent 2-octaprenylphenol hydroxylase,IXF,C,Metabolism
fad-dependent hydroxylase,FAD-dependent hydroxylase,IXH,C,Metabolism
fad-dependent monooxygenase,FAD-dependent monooxygenase,IXI,C,Metabolism
fad-dependent oxidoreductase,FAD-dependent oxidoreductase,IXJ,C,Metabolism
fad-dependent tricarballylate dehydrogenase tcua,FAD-dependent tricarballylate dehydrogenase TcuA,IXN,C,Metabolism
fad-dependent urate hydroxylase hpxo,FAD-dependent urate hydroxylase HpxO,IXO,C,Metabolism
fad-linked oxidase c-terminal domain-containing protein,FAD-linked oxidase C-terminal domain-containing protein,IXP,C,Metabolism
fad/nad(p)-binding domain-containing protein,FAD/NAD(P)-binding domain-containing protein,IXR,C,Metabolism
fad/nad(p)-binding oxidoreductase,FAD/NAD(P)-binding oxidoreductase,IXS,C,Metabolism
fad/nad(p)-binding protein,FAD/NAD(P)-binding protein,IXT,C,Metabolism
fg-gap repeat domain-containing protein,FG-GAP repeat domain-containing protein,IYG,C,Metabolism
fg-gap-like repeat-containing protein,FG-GAP-like repeat-containing protein,IYI,C,Metabolism
fggy family carbohydrate kinase,FGGY family carbohydrate kinase,IYJ,C,Metabolism
fggy-family carbohydrate kinase,FGGY-family carbohydrate kinase,IYL,C,Metabolism
fha domain-containing protein,FHA domain-containing protein,IYM,C,Metabolism
2-oxoacid:acceptor oxidoreductase family protein,2-oxoacid:acceptor oxidoreductase family protein,IZ,C,Metabolism
fmn-binding glutamate synthase family protein,FMN-binding glutamate synthase family protein,IZA,C,Metabolism
fmn-binding protein,FMN-binding protein,IZC,C,Metabolism
fmn-binding protein mioc,FMN-binding protein MioC,IZD,C,Metabolism
fmn-dependent l-lactate dehydrogenase lldd,FMN-dependent L-lactate dehydrogenase LldD,IZE,C,Metabolism
fmn-dependent nadh-azoreductase,FMN-dependent NADH-azoreductase,IZF,C,Metabolism
fmn-dependent nadh-azoreductase azor3,FMN-dependent NADH-azoreductase AzoR3,IZH,C,Metabolism
fmnh2-dependent alkanesulfonate monooxygenase,FMNH2-dependent alkanesulfonate monooxygenase,IZL,C,Metabolism
ftr1 family protein,FTR1 family protein,IZT,C,Metabolism
fusc family protein,FUSC family protein,IZW,C,Metabolism
(2s)-3-sulfopropanediol dehydratase,(2S)-3-sulfopropanediol dehydratase,J,C,Metabolism
2-oxoacid:acceptor oxidoreductase subunit alpha,2-oxoacid:acceptor oxidoreductase subunit alpha,JA,C,Metabolism
fdhf/ydep family oxidoreductase,FdhF/YdeP family oxidoreductase,JAI,C,Metabolism
fdra family protein,FdrA family protein,JAJ,C,Metabolism
fe(2+)-trafficking protein,Fe(2+)-trafficking protein,JAM,C,Metabolism
2-oxoacid:ferredoxin oxidoreductase subunit alpha,2-oxoacid:ferredoxin oxidoreductase subunit alpha,JB,C,Metabolism
fe-s biogenesis protein nfua,Fe-S biogenesis protein NfuA,JBC,C,Metabolism
fe-s cluster assembly scaffold iscu,Fe-S cluster assembly scaffold IscU,JBJ,C,Metabolism
fe-s cluster assembly scaffold protein nifu,Fe-S cluster assembly scaffold protein NifU,JBL,C,Metabolism
fe-s cluster assembly sulfur transfer protein sufu,Fe-S cluster assembly sulfur transfer protein SufU,JBM,C,Metabolism
fe-s-cluster-containing hydrogenase,Fe-S-cluster-containing hydrogenase,JBT,C,Metabolism
fe-s-containing hydro-lyase,Fe-S-containing hydro-lyase,JBU,C,Metabolism
fe/s-dependent 2-methylisocitrate dehydratase acnd,Fe/S-dependent 2-methylisocitrate dehydratase AcnD,JBZ,C,Metabolism
2-oxoacid:ferredoxin oxidoreductase subunit beta,2-oxoacid:ferredoxin oxidoreductase subunit beta,JC,C,Metabolism
fe2+-dependent dioxygenase,Fe2+-dependent dioxygenase,JCA,C,Metabolism
fmde family protein,FmdE family protein,JEU,C,Metabolism
fof1 atp synthase subunit b',FoF1 ATP synthase subunit B',JEW,C,Metabolism
fof1 atp synthase subunit gamma,FoF1 ATP synthase subunit gamma,JEX,C,Metabolism
fpra family a-type flavoprotein,FprA family A-type flavoprotein,JFO,C,Metabolism
fuma c-terminus/ttdb family hydratase beta subunit,FumA C-terminus/TtdB family hydratase beta subunit,JFZ,C,Metabolism
2-oxoglutarate and iron-dependent oxygenase domain-containing protein,2-oxoglutarate and iron-dependent oxygenase domain-containing protein,JG,C,Metabolism
fxsb family cyclophane-forming radical sam/spasm peptide maturase,FxsB family cyclophane-forming radical SAM/SPASM peptide maturase,JGP,C,Metabolism
g8 domain-containing protein,G8 domain-containing protein,JGV,C,Metabolism
gdl motif peptide-associated radical sam/spasm maturase,GDL motif peptide-associated radical SAM/SPASM maturase,JHP,C,Metabolism
gfa family protein,GFA family protein,JIE,C,Metabolism
gmc family oxidoreductase,GMC family oxidoreductase,JJI,C,Metabolism
gmc family oxidoreductase n-terminal domain-containing protein,GMC family oxidoreductase N-terminal domain-containing protein,JJJ,C,Metabolism
gmp reductase,GMP reductase,JJL,C,Metabolism
gnat family n-acetyltransferase,GNAT family N-acetyltransferase,JJR,C,Metabolism
2-oxoglutarate dehydrogenase e1 component,2-oxoglutarate dehydrogenase E1 component,JK,C,Metabolism
gpr endopeptidase,GPR endopeptidase,JKG,C,Metabolism
"gtp 3',8-cyclase moaa","GTP 3',8-cyclase MoaA",JKW,C,Metabolism
2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase,2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase,JL,C,Metabolism
"2-oxoglutarate dehydrogenase, e2 component, dihydrolipoamide succinyltransferase","2-oxoglutarate dehydrogenase, E2 component, dihydrolipoamide succinyltransferase",JM,C,Metabolism
gxgxg domain-containing protein,GXGXG domain-containing protein,JMH,C,Metabolism
2-oxoglutarate ferredoxin oxidoreductase subunit beta,2-oxoglutarate ferredoxin oxidoreductase subunit beta,JN,C,Metabolism
gcvt family protein,GcvT family protein,JNE,C,Metabolism
gfo/idh/moca family oxidoreductase,Gfo/Idh/MocA family oxidoreductase,JNM,C,Metabolism
gfo/idh/moca family protein,Gfo/Idh/MocA family protein,JNN,C,Metabolism
globin,Globin,JNY,C,Metabolism
2-oxoglutarate synthase subunit alpha,2-oxoglutarate synthase subunit alpha,JO,C,Metabolism
glu/leu/phe/val dehydrogenase,Glu/Leu/Phe/Val dehydrogenase,JOE,C,Metabolism
glu/leu/phe/val dehydrogenase dimerization domain-containing protein,Glu/Leu/Phe/Val dehydrogenase dimerization domain-containing protein,JOF,C,Metabolism
glu/leu/phe/val family dehydrogenase,Glu/Leu/Phe/Val family dehydrogenase,JOH,C,Metabolism
grx4 family monothiol glutaredoxin,Grx4 family monothiol glutaredoxin,JPP,C,Metabolism
h2o-forming nadh oxidase,H2O-forming NADH oxidase,JRV,C,Metabolism
haas signaling domain-containing protein,HAAS signaling domain-containing protein,JSA,C,Metabolism
had family hydrolase,HAD family hydrolase,JSD,C,Metabolism
had family phosphatase,HAD family phosphatase,JSE,C,Metabolism
heat repeat domain-containing protein,HEAT repeat domain-containing protein,JTI,C,Metabolism
httm domain-containing protein,HTTM domain-containing protein,JXL,C,Metabolism
hesb/isca family protein,HesB/IscA family protein,JZL,C,Metabolism
his-xaa-ser system radical sam maturase hxsb,His-Xaa-Ser system radical SAM maturase HxsB,KAS,C,Metabolism
hisa/hisf-related tim barrel protein,HisA/HisF-related TIM barrel protein,KAW,C,Metabolism
hpch/hpai aldolase family protein,HpcH/HpaI aldolase family protein,KBV,C,Metabolism
hpch/hpai aldolase/citrate lyase family protein,HpcH/HpaI aldolase/citrate lyase family protein,KBW,C,Metabolism
hupk protein,HupK protein,KDI,C,Metabolism
hupu protein,HupU protein,KDJ,C,Metabolism
hyad/hybd family hydrogenase maturation endopeptidase,HyaD/HybD family hydrogenase maturation endopeptidase,KDS,C,Metabolism
ipt/tig domain-containing protein,IPT/TIG domain-containing protein,KED,C,Metabolism
is5 family transposase,IS5 family transposase,LNX,C,Metabolism
2fe-2s iron-sulfur cluster binding domain-containing protein,2Fe-2S iron-sulfur cluster binding domain-containing protein,MB,C,Metabolism
2fe-2s iron-sulfur cluster-binding protein,2Fe-2S iron-sulfur cluster-binding protein,MC,C,Metabolism
2og-fe(ii) oxygenase family protein,2OG-Fe(II) oxygenase family protein,MF,C,Metabolism
isc system 2fe-2s type ferredoxin,ISC system 2Fe-2S type ferredoxin,MJD,C,Metabolism
ig-like domain-containing protein,Ig-like domain-containing protein,MOZ,C,Metabolism
imma/irre family metallo-endopeptidase,ImmA/IrrE family metallo-endopeptidase,MQU,C,Metabolism
j domain-containing protein,J domain-containing protein,MTW,C,Metabolism
kama family radical sam protein,KamA family radical SAM protein,MVO,C,Metabolism
kedn5 family methylcobalamin-dependent radical sam c-methyltransferase,KedN5 family methylcobalamin-dependent radical SAM C-methyltransferase,MVZ,C,Metabolism
l(+)-tartrate dehydratase subunit alpha,L(+)-tartrate dehydratase subunit alpha,MXA,C,Metabolism
l(+)-tartrate dehydratase subunit beta,L(+)-tartrate dehydratase subunit beta,MXB,C,Metabolism
l-2-hydroxyglutarate oxidase,L-2-hydroxyglutarate oxidase,MXJ,C,Metabolism
l-aspartate oxidase,L-aspartate oxidase,MXZ,C,Metabolism
l-carnitine coa-transferase,L-carnitine CoA-transferase,MYD,C,Metabolism
l-carnitine dehydrogenase,L-carnitine dehydrogenase,MYE,C,Metabolism
"l-erythro-3,5-diaminohexanoate dehydrogenase","L-erythro-3,5-diaminohexanoate dehydrogenase",MYK,C,Metabolism
l-galactonate oxidoreductase,L-galactonate oxidoreductase,MYT,C,Metabolism
l-glutamate gamma-semialdehyde dehydrogenase,L-glutamate gamma-semialdehyde dehydrogenase,MYV,C,Metabolism
l-glyceraldehyde 3-phosphate reductase,L-glyceraldehyde 3-phosphate reductase,MYX,C,Metabolism
l-idonate 5-dehydrogenase,L-idonate 5-dehydrogenase,MZA,C,Metabolism
l-lactate dehydrogenase,L-lactate dehydrogenase,MZC,C,Metabolism
l-lactate dehydrogenase (quinone),L-lactate dehydrogenase (quinone),MZD,C,Metabolism
l-lactate dehydrogenase (quinone) large subunit ldhh,L-lactate dehydrogenase (quinone) large subunit LdhH,MZE,C,Metabolism
l-lactate permease,L-lactate permease,MZG,C,Metabolism
"l-lysine 2,3-aminomutase","L-lysine 2,3-aminomutase",MZJ,C,Metabolism
l-piperidine-6-carboxylate dehydrogenase,L-piperidine-6-carboxylate dehydrogenase,MZT,C,Metabolism
l-threonate dehydrogenase,L-threonate dehydrogenase,NAR,C,Metabolism
l-threonine 3-dehydrogenase,L-threonine 3-dehydrogenase,NAS,C,Metabolism
l-threonine dehydrogenase,L-threonine dehydrogenase,NAT,C,Metabolism
"3,4-dehydroadipyl-coa semialdehyde dehydrogenase","3,4-dehydroadipyl-CoA semialdehyde dehydrogenase",NC,C,Metabolism
llm class f420-dependent oxidoreductase,LLM class F420-dependent oxidoreductase,NDX,C,Metabolism
llm class flavin-dependent oxidoreductase,LLM class flavin-dependent oxidoreductase,NDY,C,Metabolism
llm class oxidoreductase,LLM class oxidoreductase,NDZ,C,Metabolism
"3,4-dihydroxyphenylacetate 2,3-dioxygenase","3,4-dihydroxyphenylacetate 2,3-dioxygenase",NF,C,Metabolism
lud domain-containing protein,LUD domain-containing protein,NFU,C,Metabolism
ldh family oxidoreductase,Ldh family oxidoreductase,NHI,C,Metabolism
lutb/lldf family l-lactate oxidation iron-sulfur protein,LutB/LldF family L-lactate oxidation iron-sulfur protein,NKM,C,Metabolism
m16 family metallopeptidase,M16 family metallopeptidase,NNF,C,Metabolism
m20/m25/m40 family metallo-hydrolase,M20/M25/M40 family metallo-hydrolase,NNR,C,Metabolism
